Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,218.917803,232.392612,240.653442,235.513624,269.423093,284.777571,298.205667,290.643664,318.832553,319.860143,337.042913,383.550287,394.418343,475.586336,1031.25081,1165.88164,1488.54335,1608.79545,1863.21761,2871.32952,3867.64501,2700.41205,2941.97481,2743.35449,3065.71783,3087.66394,2940.40623,3436.47631,3707.20842,3791.17028,10261.4158,22.9521328,30.2539013,53.7437842,198.182102,619.135531,485.258493,936.341171,900.937143,1560.36467,1980.18916,1435.69568,1266.15961,817.887862,1328.37158,1762.3936,2276.55436,3128.9901,4542.96609,3714.71206,4461.75196,5775.54229,6477.59618,6650.35282,6249.39227,4440.14189,4334.42096,4759.28464,5646.68932,5671.85686,4295.18945,4868.49431,6520.73155,5965.31835,6073.61032
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,1436.25885,1439.44972,1585.72144,1859.24836,2332.47366,2764.47356,3264.04743,3172.64877,2389.8835,2069.85896,2576.35344,3252.09918,4014.84273,5437.34253,7040.55404,6454.17715,7583.2753,9957.25443,11236.7357,12640.6408,14821.8151,15137.2538,13711.7363,11671.8092,11959.54,12361.187,16406.0479,22453.1882,24451.9733,22434.3468,25384.915,26802.9895,27124.2745,23579.7954,24018.6314,26633.5914,27614.877,27919.1855,31030.2483,32381.6252,32096.3723,28897.4439,32409.2161,39476.6978,47334.9307,56794.8502,57492.9342,69495.7267,56943.3704,41301.2732,43237.0729,47714.5922,45995.5479,49804.983,54576.7448,52951.6815,61987.9264,72010.149,74452.1891,68452.2362,59023.5663,69178.4047,75121.0152,79960.0962,82703.858
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,1452.48664,1697.29358,1293.56914,1486.3174,1625.99792,1689.06923,1789.00726,1734.93143,1947.3521,2189.03468,2490.48853,2297.99413,2929.65614,3631.04767,5085.16646,4672.00213,4516.37406,5053.17296,4797.09672,5971.93372,6548.54473,6795.25021,7257.57514,7959.98915,7368.5038,6828.66439,8335.46287,9853.40893,11852.9826,11607.6758,13308.3111,14346.081,15509.9914,15178.84,16806.8353,19025.6841,20224.2789,20469.4699,20188.8141,19823.2139,21706.5194,20966.3053,19076.4584,19643.469,20568.0694,21286.8389,22527.262,25721.2594,30269.2178,28508.4939,31439.0887,34522.5216,33321.4301,37034.3161,38343.3047,36213.1041,37671.5389,41138.471,42362.6653,44250.6314,44575.5719,52270.904,54949.6216,52003.7201,54176.6844
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,836.90585,923.087784,1030.158,1171.38696,1271.80119,1357.01062,1458.94714,1595.48578,1718.49646,1886.45003,2111.71986,2310.92376,2677.29373,3212.6395,3629.49182,4116.45965,4042.39482,4614.21005,5623.42918,7006.39699,8476.41045,7640.40241,7573.93968,7850.62789,7757.55375,8009.10348,11341.094,14267.5368,15780.9495,16424.4302,20873.7834,22007.1351,23297.046,18781.9529,19382.2002,20712.1799,23122.9337,21883.9873,22365.1838,22049.9991,20190.0036,20570.4386,22451.3964,27577.57,31348.1902,32062.7238,33537.1287,37826.1755,40828.5796,37099.6134,35856.8625,38432.3743,34854.3949,35701.6746,36028.3494,30639.883,31391.5693,32844.1157,34904.1082,33812.7887,32091.4867,36852.5425,35653.9042,39065.4244,40226.0472
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,423.674098,447.057274,458.313998,480.3365,514.416511,549.49356,612.210364,633.259681,591.045817,642.133421,747.909399,808.866506,970.802906,971.802513,1192.98569,1416.77547,1449.97788,1569.42127,1262.40327,1144.17563,1248.74485,1370.41278,1494.40208,1619.47846,1048.13405,916.872293,1191.34977,1410.84599,1632.01482,1864.98498,1929.59892,1710.30058,1458.10147,2220.51518,2202.85831,2630.84935,2928.89693,3296.91635,3419.49353,3431.56813,3453.09253,3503.55027,3680.64552,3549.70758,3807.56293,4184.43975,4417.00127,4716.48613,5029.80095,4428.38153,4809.97738,5232.63645,5340.83333,5124.21301,4975.11325,5062.89555,5009.79449,5259.31333,5578.10348,5607.24299,4879.44026,5165.33782,6022.1534,6839.72502,7019.74635
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,545.513862,558.402981,496.922746,408.842353,474.427887,408.596258,412.218819,459.874244,530.783997,651.095948,717.764097,872.506019,1038.5223,1248.90326,1518.82451,1750.09801,1885.14842,1928.8759,1939.33654,1871.09075,1797.02877,2200.10278,2216.87045,1965.98032,1260.25187,1148.59005,1109.65565,1286.63474,1289.41454,1367.18722,1415.71152,1410.17424,1435.87594,1532.1138,1544.58751,1570.61003,1632.29454,1706.26744,1775.67626,1940.08641,2087.87079,2342.6346,2506.20599,3241.65241,3435.83376,3718.46572,3946.85504,4169.5047,4311.21917,4191.1805,4042.75678,3986.71677,4065.61629,4145.4399,4170.1144,4022.04014,4183.49998,4332.2516,4466.08314,4618.09592
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,508.702779,608.864581,684.56551,775.592123,902.867722,993.732722,1143.6079,1326.36104,1553.27139,1802.98028,2100.74807,2321.39093,3031.43861,4061.01339,4448.31966,4775.89954,5310.43141,6472.78779,9012.13604,9301.14831,9668.74626,10583.1279,9779.97491,10652.0147,11207.4524,11809.4603,17451.8349,21141.7184,25499.8812,25265.9488,25801.395,29428.4289,31992.7902,36345.2441,39933.5151,44197.6191,39150.0396,35638.232,32423.7556,36610.1683,39169.3596,34406.1825,32820.7936,35387.0374,38298.9802,37812.895,35991.546,35779.0245,39876.304,41308.9968,44968.1562,48760.0789,49145.2804,40898.6479,38475.3952,34960.6394,39375.4732,38834.0529,39751.1331,40415.9568,40028.7342,40094.56,34065.6439,33836.1756,32475.8925
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.00883,1442.42456,1437.59848,1355.13494,1246.83633,1217.79139,1281.39153,1381.63593,1414.5929,1091.54728,1180.04446,1422.27332,1573.5522,1958.0205,2722.47408,3577.35804,5030.13495,6449.43931,8123.54706,6938.01176,8793.0759,11287.1465,12018.7967,13478.4596,12427.7095,10196.1226,7475.56689,8943.08417,9472.48527,9457.12615,8781.50798,9983.60104,11255.3396,12879.4275,14005.3487
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,102.824417,99.2716957,104.600456,107.393656,111.300545,106.865601,119.833476,121.902142,128.654647,133.310793,141.039391,150.852979,172.642045,198.578084,227.233442,241.224426,248.935108,311.486253,355.141982,403.24208,453.558973,412.883704,373.794836,335.037152,334.402836,319.503611,363.745118,386.63093,391.238771,374.489194,374.458993,344.722642,336.6814,228.998033,276.447872,340.064842,440.527079,466.723815,487.88324,433.721236,414.626365,410.700452,402.936386,442.898457,463.662781,523.456312,699.802371,840.201439,915.544355,1047.96783,1091.51873,1096.145,1285.00536,1370.87885,1482.81566,1489.1196,1554.1261,1667.48447,1836.45276,1960.40809,1927.66459,2061.35622,2109.56289,1952.30458,2206.13498
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.798145,569.548584,512.766741,448.554191,372.48176,364.250365,394.85688,376.42793,345.137046,258.048056,279.621738,308.411296,321.726775,380.505829,433.233873,476.548194,543.113512,721.771578,966.388569,870.198895,876.954476,1117.40174,1168.62245,1269.66303,1264.52669,1105.65194,1103.27489,1221.39047,1283.5203,1421.99928,1229.51767,1349.99731,1739.72018,2138.2221,2419.26554
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,113.825789,128.827777,126.357117,147.101573,142.221617,143.154318,154.253841,159.206634,166.653199,174.705837,182.446852,185.759998,158.124375,244.109577,191.297492,190.18147,267.336307,307.094922,294.059373,302.130785,343.485225,324.655871,297.59042,258.780953,286.753596,296.426688,327.500984,350.147277,386.691124,444.199068,525.797325,612.252649,731.692295,866.284,875.748936,952.274616,1088.98153,1192.80263,1305.6601,1431.56396,1547.3201,1675.19556,1826.35392,2036.67378,2225.87705,2081.73914,2167.40324,2325.0305,2429.74853,2627.8797
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,201.023775,210.668594,256.187,421.626997,1131.29075,730.441793,548.075642,519.943895,610.783853,572.794606,542.2536,567.722497,518.622496,483.107821,527.291455,392.905065,381.918759,423.822473,535.915135,514.652948,488.067528,540.125861,791.996101,747.753021,837.971706,844.429606,985.885941,953.162998,874.484349,887.496019,845.36724,718.833787,810.1087,1020.50034,1083.2689,1161.78342,1123.19259,1352.57814,1410.62247,1316.62754,1522.10069,1771.12927,1843.55336,1772.08718,1736.70536,1639.85275,1742.66799,1853.05123,1912.73809,1750.99772,1751.78232,2222.0483,2069.7672,2177.70114,2288.63458
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,221.584586,225.599128,230.286541,240.139617,256.404715,265.823194,289.973109,344.457119,309.02741,346.592027,365.421692,443.938525,521.083031,551.413363,720.537206,765.125334,692.139329,1026.25343,1143.84,1367.33997,1597.64899,1894.4421,2022.52944,2052.11117,2341.40773,2650.98647,3140.1121,3573.28403,4205.65468,4723.45352,5373.44824,5464.61026,5947.12114,6395.31438,7065.28292,7406.44486,7788.4284,8626.72257,8710.78984,9116.28628,9319.65545,10022.5919,10453.6587,10175.6295,10944.6184,11783.7867,13837.8495,14757.958,16604.9449,16503.4119,16622.9458,17832.4573,17532.0559,18580.1302,20219.3954,20328.8004,21387.5416,22464.99,22901.3816,23595.4923,18859.019,18361.145,20985.0112,22600.4502,22771.4169
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,158.274136,93.8313832,106.159703,146.302493,123.606374,108.723112,133.479834,161.159443,198.434884,243.426138,279.308746,301.178737,324.192811,406.897094,563.352476,617.456062,834.134208,1055.88004,1405.82237,1783.62231,1715.4224,1883.45598,1992.51678,2198.93929,2413.2765,2482.39996,2834.89034,3554.60601,4748.64064,5817.06557,6609.99728,7636.94806,8126.66206,8884.91946,10385.3905,12564.7244,13402.9946,12398.4905,8281.71948,10672.4476,12257.0207,11561.2072,13165.0836,14672.8058,16496.1316,19402.5026,21743.4775,24086.4104,21350.428,19143.8516,23079.2601,25097.5954,25459.1689,27179.517,29252.9312,28737.4392,29280.4403,31600.7359,33447.1563,31902.4169,31721.2989,35125.5225,32394.6834,33121.3713,
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,,,4748.39284,4444.52309,4378.7843,4023.99038,4176.11038,3887.34562,3871.94559,3694.96498,3551.58711,4485.60843,4835.69105,5532.43234,12526.6032,10881.7216,11141.1981,11237.7967,11567.0654,17385.8943,19031.9052,15825.1919,12978.895,11965.3391,11918.6169,11321.6636,9076.70885,10895.65,9692.34755,10964.6929,10937.5415,8147.10807,12146.1951,14317.7209,14929.7441,16168.1656,18201.0959,16977.3896,14066.951,15853.6264,19296.3472,17374.2319,18512.7523,22690.6552,27552.2827,36122.6143,42946.6374,45709.4133,55585.1889,37907.1001,39212.2522,49169.6064,52155.2225,49651.044,44368.7814,29882.2127,27323.6891,29047.6536,32067.9624,31707.8737,25236.0756,34018.6343,39981.7691,34075.849,32213.8622
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,320.058532,344.84989,346.645836,370.582278,413.469085,436.157438,469.438356,464.882162,487.37408,532.308492,564.296554,609.453618,676.636146,884.156225,1135.19669,1195.22981,1270.53079,1346.05772,1597.10681,1716.89127,2027.73619,2277.60574,2056.0272,1736.09985,1824.1015,1757.73584,1745.02936,1875.1839,1999.65077,2229.90782,2425.459,2561.13006,2729.07242,3232.89345,3757.13368,3937.41643,4230.1639,4542.98005,4507.53821,3936.83333,4290.89717,4122.79734,3658.16106,3686.2886,4149.53859,4960.45104,5717.84551,6672.17932,7623.43868,6981.20779,8637.62473,9979.98044,9823.23365,9971.16512,9905.72187,8307.3337,7975.72165,8811.13555,8468.20128,8266.47471,6892.38172,7955.36133,9093.65274,10166.9287,10344.6689
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,483.017782,632.801098,461.911552,274.729585,147.070943,170.377297,200.734905,231.806228,247.345286,283.400573,320.968129,357.758162,371.341879,339.093192,243.923962,272.325307,318.749852,320.316005,313.350817,355.097216,409.296298,466.061507,579.391947,697.323014,885.747376,935.032373,1125.9161,1361.54704,1563.56508,1812.51774,1981.03911,2121.01339,2303.22156,2432.43059,2545.10754,2589.32081,2583.77731,2526.05105,2046.4044,2066.9498,2123.97909
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.153902,771.001121,789.526338,1278.42126,1559.38101,2078.63864,2467.76943,2958.74264,3393.05091,3834.05908,4124.85528,4086.93873,3986.83514,4009.5593,4290.85284,4437.71589,4600.68371,4602.19805,4635.25141,5125.2581,5912.04533,7090.85494,7625.81052,7834.96257,8406.98406,8162.37929,7577.64133,7714.11,8089.01209,8608.21085,9174.53666,8905.88005,5561.19167,4045.37391,3654.35846,3477.7249,
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,167.171498,157.504686,160.280325,163.131266,173.92649,177.562432,184.583689,192.150747,198.647105,214.717912,220.293848,227.078201,238.61098,244.361728,299.413661,345.648936,347.498457,381.089105,394.468078,434.699764,443.027172,426.05494,422.446143,390.759727,390.407958,379.951476,364.288669,409.21594,424.325719,312.289255,172.86761,177.867007,107.842801,74.4272029,61.4904313,62.1438141,71.4065249,122.627994,134.675393,156.573167,298.485341,300.463829,299.536446,239.779557,284.140224,287.487333,320.558086,374.211308,451.713856,448.386367,492.252808,568.087866,638.368751,710.744571,706.71449,692.590082,714.613063,699.269096,692.203127,658.164181,616.787867,667.966105,744.617175,799.19447,846.277368
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,269.038073,285.341581,382.084506,527.86194,764.898389,1000.53474,1250.60019,1436.61803,1971.86633,2174.95046,2209.58118,2442.58281,2829.80145,3727.3855,6213.50027,5720.62691,7017.74341,7783.46009,7251.83754,9442.75933,11959.5223,10044.041,9063.69851,8927.36443,7811.06937,8087.36307,6018.91345,6464.73284,5736.28244,5792.57916,6502.27887,7039.83392,7302.68909,6477.87036,5933.29121,5205.25706,5591.02028,6061.81366,5301.08355,6894.51876,7214.1004,6312.8003,3718.29435,4674.09943,5773.76333,8079.24957,10048.848,11144.9448,13906.1408,9551.05404,11600.9069,7593.83915,14975.8903,11951.7134,8926.42075,7458.48918,7525.80299,9965.83237,11196.5855,9963.19489,6650.33811,4935.82787,5986.63695,6172.81247,6318.40314
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,1428.20329,1604.77728,1489.46138,1575.74164,1979.12504,2202.28125,2590.69332,2818.91475,3182.4417,3565.01016,4204.57162,4398.67907,4759.83868,4764.72465,4892.06734,5147.92024,5244.01665,5282.37011,5672.51374,5882.83399,5879.56191,5570.45247,5567.89428,6058.60622,6494.60035,6863.43642,7611.17857,7964.38211,8516.96075,8250.52181,8673.6872,9128.99442,9260.30007,9577.21734,10044.8218,10334.9861,10638.1269,11333.1124,11642.6985,11794.0597,8411.07475,10459.1321,13103.8243,13554.7685,14181.6303
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,361.677294,389.511629,398.185917,421.082915,455.407203,476.357568,510.81191,507.604876,530.984715,578.362537,615.602725,669.993369,735.92343,955.884995,1209.6157,1238.89169,1327.71385,1425.51576,1670.82796,1833.38406,2179.6625,2435.22327,2193.7271,1894.89659,1952.57229,1891.26217,1876.84974,1974.95301,2123.83375,2300.78914,2501.00479,2651.24612,2842.86409,3304.9685,3795.03681,4036.91289,4295.18485,4634.54777,4618.67022,4110.88378,4472.56267,4326.61919,3839.17787,3862.11886,4385.87702,5229.87337,6047.70418,7035.76513,8077.92472,7495.0221,9183.09564,10333.4117,10343.776,10490.172,10582.0473,8758.63146,8460.65544,9308.69617,9032.03848,8830.22782,7445.29645,8597.53194,9716.03267,10838.8279,11044.6797
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,114.742229,117.137585,123.780348,138.728505,122.83682,134.750843,143.165661,141.820291,147.47713,158.974948,150.029025,153.996922,155.541556,184.400305,223.71499,262.708869,236.242725,253.959256,291.572746,311.326569,334.212393,335.021585,330.981112,318.612849,315.27639,335.440806,284.44904,294.689824,315.006721,329.505527,369.871781,390.656072,300.680555,302.718832,289.313723,288.893772,296.449651,301.776029,298.254152,299.930512,332.68592,313.129602,334.068452,368.995551,416.123758,481.381656,544.265857,637.561375,763.438841,738.611492,815.331867,908.845575,929.489014,986.627952,1035.12745,970.916596,963.946548,1030.33002,1072.37486,1104.18633,1088.70491,1161.52935,1273.78979,1220.23844,1258.94001
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,126.316972,133.585592,151.362165,150.499678,163.444486,178.305513,207.738078,253.087868,291.511212,298.522577,336.789688,381.446408,391.772324,421.408227,422.217878,416.268,387.776306,371.590825,339.374342,348.157625,356.731183,376.447068,397.180091,487.019325,532.045896,355.922347,381.547637,352.858161,313.297928,289.573825,302.984703,301.00847,296.163119,360.084301,329.929972,356.436535,386.923539,444.499258,520.290148,585.191775,686.413651,793.944951,753.856198,820.562915,868.530357,772.447999,767.544385,789.28453,736.645564,630.769856,635.475449,647.163397,654.940948,607.964754,643.369305,723.504639,697.171192,746.934789
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,4262.03221,4856.00904,5645.23266,7282.37356,8271.73532,10332.5129,11326.3488,12416.8693,17456.9309,19674.4127,20958.7395,19929.4103,19885.6127,19814.8538,18898.3679,19684.2627,28612.8865,38206.2269,41568.5441,39551.6404,49457.5609,50811.7465,55057.1111,55604.548,63935.9902,78909.7043,80688.7182,73590.862,78302.9906,82682.2849,76087.9111,75067.8002,79795.1786,90108.3674,100280.831,105295.057,114167.939,130492.595,143249.227,126024.715,141089.813,158066.369,148842.035,172823.608,178735.153,167187.157,165375.491,170547.092,174988.775,166907.839,164671.094,201944.83,186821.882,207973.618,
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,145.928701,145.900945,141.383198,119.352332,122.941809,155.566985,156.606032,162.294823,153.487647,163.60658,186.900792,188.760802,199.382893,220.170239,268.650905,279.821583,260.301495,292.148992,190.996465,230.775069,271.05529,292.45136,311.957879,335.823152,391.369618,384.611538,407.1646,419.824409,434.015553,430.02389,491.213686,546.292516,579.655118,607.231847,678.268012,741.838255,776.192371,827.035756,849.374613,826.421228,846.460813,803.544027,834.936015,946.382255,1028.62068,1207.21995,1389.50626,1578.63451,1973.58477,2026.6594,2808.36779,3224.95736,3327.77612,3740.61589,3971.91913,4057.71583,4149.19191,4398.88828,4358.56096,4081.94773,3847.60138,3996.9624,3342.6365,3798.89017,4515.56787
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,104.411877,108.574717,107.561617,116.099578,127.291256,133.101602,118.626744,123.620975,128.096355,138.518796,146.491851,149.07906,155.493534,178.534757,215.514212,230.356637,237.682903,260.565136,287.588068,325.277645,386.280303,466.798797,452.013676,417.753099,391.037629,406.949319,398.825304,424.304004,427.239845,408.587778,433.184178,405.029253,413.339129,408.787478,449.550878,522.313335,582.138962,597.876481,597.921043,540.234948,558.973059,553.518693,572.749622,638.229132,721.159255,815.98647,938.650084,1128.05375,1225.81907,1256.46346,1486.73324,1631.1143,1695.30445,1763.78903,1874.77547,1843.92246,1892.70524,2019.49854,2078.75739,2153.95427,2058.4346,2302.44737,2424.15055,2443.40828,2517.63261
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,127.599363,127.456588,126.918743,137.301103,150.137812,161.803642,163.678122,163.904618,169.499392,184.975808,196.848104,206.509958,226.53726,282.10168,350.976913,379.773302,399.969464,439.796267,478.601649,543.341523,628.227847,688.986022,664.984664,630.641529,634.599584,645.310796,645.274186,652.193926,681.483878,715.842276,804.648457,767.971807,790.880208,840.430637,926.100531,1040.20739,1136.00853,1185.71103,1160.93908,1099.82519,1177.75765,1162.06593,1167.55459,1288.2217,1490.06635,1734.86423,2014.03892,2439.69427,2857.43261,2826.19479,3390.7499,3939.15229,4130.06444,4326.21493,4468.7975,4282.04602,4269.77007,4607.31736,4846.86334,4904.42292,4698.51753,5485.92472,5702.28344,5819.84086,5974.80452
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,46.9517803,47.0464636,53.5421254,58.4076958,62.6207647,64.2554977,64.2951652,64.8393254,64.8092515,67.095036,67.4401976,72.4076446,73.956619,106.991292,128.666618,123.231375,117.825078,149.86046,200.845414,212.370938,306.815566,299.839327,233.939892,252.017748,210.998495,165.373922,191.375758,236.451033,270.36712,279.035253,329.563785,382.291248,443.624297,439.365411,455.593586,513.413449,479.671395,501.981389,464.683746,455.650054,442.779546,412.677474,388.92335,583.270036,766.685821,861.381496,925.467486,861.188421,898.482518,878.847951,1119.47558,1280.73391,1217.93071,1151.03736,1173.53779,1121.19851,992.491841,1069.36673,1170.6557,1082.05707,918.582577,1066.58644,1030.1258,916.28297,971.81462
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,167.960973,155.808834,156.69004,167.068922,179.224281,196.460169,213.627787,209.856519,208.696949,227.247035,252.420633,274.312361,308.948805,393.184547,463.431189,502.866985,533.60248,609.907101,625.476448,733.963911,829.976177,857.730289,852.206349,777.289405,799.872797,852.305956,892.272895,927.575519,996.630147,1046.97269,1065.22142,1061.14333,1069.15174,1100.78762,1264.77931,1551.44963,1694.10144,1757.16502,1678.86839,1539.79221,1677.02042,1722.26457,1814.50102,2054.75734,2453.92165,2939.8437,3525.53751,4413.57641,5454.9853,5245.25353,6273.65792,7595.11474,8069.36106,8639.80228,8917.94696,8325.54664,8290.74163,9131.37217,9959.66551,10112.2013,9869.5402,11755.4245,12280.1075,12422.7254,12843.3344
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2182.69157,2340.67546,2844.16287,3180.64499,3127.51177,3300.63635,3532.52787,4148.13091,5507.47434,6734.57487,7857.03149,9210.10118,12295.1213,14955.5345,11854.3711,11829.1226,14261.8434,14288.1853,15636.5253,16446.1647,14269.804,14934.2703,16800.151,19247.2315,19608.7944,20428.6478,23870.4595,25085.7841,27786.0058,29386.2878
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,2261.17742,2241.36003,2331.55686,2461.90112,2779.1844,2803.85305,2925.22205,2934.52832,3202.50595,3690.17183,4298.0339,4435.39801,5486.72063,7447.21302,8966.72896,8701.30473,9490.69031,10486.3358,13034.3882,15204.3308,16531.1149,13837.13,12590.9768,12374.0304,12126.9392,12481.9658,18149.8693,22443.4315,25219.3543,26618.0696,33465.4782,35747.3378,39570.8616,40066.7243,43933.2354,51032.3496,50444.3591,46641.6409,47445.3811,50872.4493,48659.5989,48440.142,53005.7339,65689.3215,76544.9171,80988.1376,90788.8005,107475.32,120422.138,109419.747,110885.991,119025.057,112584.676,120000.141,123678.702,105462.013,106899.294,110193.214,116926.76,112696.649,116860.028,134965.815,123719.659,131407.681,137516.587
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256.7736,2360.17148,2609.89309,2893.79999,3063.89795,3278.17896,3504.61829,4003.60936,4914.57993,6109.73265,7283.78738,9211.73745,13370.9789,15677.6081,11996.0323,11188.4192,12902.5741,13329.35,14484.4715,15185.8146,13321.9753,13838.5267,15132.4958,17252.171,17294.9752,17564.2322,20261.8888,20227.2307,22675.5786,23367.5987
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,4486.54121,4207.25301,4611.49497,4701.66434,5175.15646,6380.07114,7242.91716,8322.5638,9692.43539,10707.3787,13249.8387,14754.1826,15905.2615,17215.1179,17289.5518,17415.6983,16097.0689,15319.7717,15731.9869,15810.7228,16814.9926,18589.8998,23407.1994,25681.2167,29813.7877,35400.2335,38888.5118,40351.0036,52591.8035,67041.2823,76051.6312,87069.767,88310.812,70070.2918,69074.0363,77704.9215,83761.8172,81967.6992,36976.2561,45376.3146,36909.9564,67476.5291,73046.889
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20930.5851,,,20638.7652,,,,,19033.0595,,21668.3741,,,
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,174.784134,169.318436,193.647812,210.635651,216.263046,221.967697,210.824432,217.304306,227.120865,246.799652,260.265137,279.167236,317.074066,380.527802,456.592529,521.838928,543.368469,610.750366,712.879639,834.812134,1109.8822,884.443237,856.569763,766.529602,681.909729,673.290039,855.169312,937.457153,1086.03528,1091.27625,1229.07104,1292.23376,1327.02954,1226.43054,1358.79443,1466.78821,1596.8324,1426.30115,1668.49756,1635.65674,1499.10742,1506.24524,1596.02063,1941.87256,2183.55542,2242.98828,2438.12646,2755.58594,3183.20044,3119.58862,3067.98535,3301.98877,3164.17725,3379.74316,3435.40698,3146.2478,3140.85547,3296.52661,3501.698,3508.09766,3268.03027,3785.93628,3455.39624,3771.44629,3993.38745
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,12098.2019,13334.3998,16187.4307,20882.0213,22347.8999,27920.7436,28396.3794,30875.4764,37607.7887,44989.9653,50813.9342,44157.4267,41479.4984,39075.8356,36582.3672,37689.8649,52082.4509,62456.0709,67180.5764,66815.7104,81734.8665,80997.2521,88614.9264,82685.4559,86703.8131,99032.2375,98561.0137,88581.7045,90947.2051,89698.1994,81789.0207,82402.781,90051.446,111110.451,125160.228,130538.743,143083.461,184558.557,204263.797,169150.267,161853.921,179363.984,165444.651,184940.664,195693.571,170437.101,173604.754,170663.375,188298.316,193746.786,176891.887,223823.364,226052.002,256580.515,
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206.50209,1037.8995,778.017667,796.989389,573.798647,593.593177,575.145455,657.292135,578.734628,399.499819,440.538684,507.404076,570.799866,682.319096,897.178495,1034.39198,1183.02481,1531.21619,2110.55305,1898.43976,2436.79935,2941.36224,3044.80843,3321.04398,3289.95759,2749.55137,2847.08795,3453.26728,4156.44982,4405.33418,4375.77889,5274.60582,5744.29618,6799.58595,7617.51613
